"","from_gene","Homo_sapiens","Mus_musculus","to_symbol"
"LOC129662394","LOC129662394","129662394",NA,NA
"LOC129662395","LOC129662395","129662395",NA,NA
"LOC129662396","LOC129662396","129662396",NA,NA
"LOC129662397","LOC129662397","129662397",NA,NA
"LOC129662398","LOC129662398","129662398",NA,NA
"LOC129662399","LOC129662399","129662399",NA,NA
"LOC129662400","LOC129662400","129662400",NA,NA
"LOC129662401","LOC129662401","129662401",NA,NA
"LOC129662402","LOC129662402","129662402",NA,NA
"LOC129662403","LOC129662403","129662403",NA,NA
"LOC129662404","LOC129662404","129662404",NA,NA
"LOC129662405","LOC129662405","129662405",NA,NA
"LOC129662406","LOC129662406","129662406",NA,NA
"LOC129662407","LOC129662407","129662407",NA,NA
"LOC129662408","LOC129662408","129662408",NA,NA
"LOC129662409","LOC129662409","129662409",NA,NA
"LOC129662410","LOC129662410","129662410",NA,NA
"LOC129662411","LOC129662411","129662411",NA,NA
"LOC129662412","LOC129662412","129662412",NA,NA
"LOC129662413","LOC129662413","129662413",NA,NA
"LOC129662414","LOC129662414","129662414",NA,NA
"LOC129662415","LOC129662415","129662415",NA,NA
"LOC129662416","LOC129662416","129662416",NA,NA
"LOC129662417","LOC129662417","129662417",NA,NA
"LOC129662418","LOC129662418","129662418",NA,NA
"LOC129662419","LOC129662419","129662419",NA,NA
"LOC129662420","LOC129662420","129662420",NA,NA
"LOC129662421","LOC129662421","129662421",NA,NA
"LOC129662422","LOC129662422","129662422",NA,NA
"LOC129662423","LOC129662423","129662423",NA,NA
"LOC129662424","LOC129662424","129662424",NA,NA
"LOC129662425","LOC129662425","129662425",NA,NA
"LOC129662426","LOC129662426","129662426",NA,NA
"LOC129662427","LOC129662427","129662427",NA,NA
"LOC129662428","LOC129662428","129662428",NA,NA
"LOC129662429","LOC129662429","129662429",NA,NA
"LOC129662430","LOC129662430","129662430",NA,NA
"LOC129662431","LOC129662431","129662431",NA,NA
"LOC129662432","LOC129662432","129662432",NA,NA
"LOC129662433","LOC129662433","129662433",NA,NA
"LOC129662434","LOC129662434","129662434",NA,NA
"LOC129662435","LOC129662435","129662435",NA,NA
"LOC129662436","LOC129662436","129662436",NA,NA
"LOC129662437","LOC129662437","129662437",NA,NA
"LOC129662438","LOC129662438","129662438",NA,NA
"LOC129662439","LOC129662439","129662439",NA,NA
"LOC129662440","LOC129662440","129662440",NA,NA
"LOC129662441","LOC129662441","129662441",NA,NA
"LOC129662442","LOC129662442","129662442",NA,NA
"LOC129662443","LOC129662443","129662443",NA,NA
"LOC129662444","LOC129662444","129662444",NA,NA
"LOC129662445","LOC129662445","129662445",NA,NA
"LOC129662446","LOC129662446","129662446",NA,NA
"LOC129662447","LOC129662447","129662447",NA,NA
"LOC129662448","LOC129662448","129662448",NA,NA
"LOC129662449","LOC129662449","129662449",NA,NA
"LOC129662450","LOC129662450","129662450",NA,NA
"LOC129662451","LOC129662451","129662451",NA,NA
"LOC129662452","LOC129662452","129662452",NA,NA
"LOC129662453","LOC129662453","129662453",NA,NA
"LOC129662454","LOC129662454","129662454",NA,NA
"LOC129662455","LOC129662455","129662455",NA,NA
"LOC129662456","LOC129662456","129662456",NA,NA
"LOC129662457","LOC129662457","129662457",NA,NA
"LOC129662458","LOC129662458","129662458",NA,NA
"LOC129662459","LOC129662459","129662459",NA,NA
"LOC129662460","LOC129662460","129662460",NA,NA
"LOC129662461","LOC129662461","129662461",NA,NA
"LOC129662462","LOC129662462","129662462",NA,NA
"LOC129662463","LOC129662463","129662463",NA,NA
"LOC129662464","LOC129662464","129662464",NA,NA
"LOC129662465","LOC129662465","129662465",NA,NA
"LOC129662466","LOC129662466","129662466",NA,NA
"LOC129662467","LOC129662467","129662467",NA,NA
"LOC129662468","LOC129662468","129662468",NA,NA
"LOC129662469","LOC129662469","129662469",NA,NA
"LOC129662470","LOC129662470","129662470",NA,NA
"LOC129662471","LOC129662471","129662471",NA,NA
"LOC129662472","LOC129662472","129662472",NA,NA
"LOC129662473","LOC129662473","129662473",NA,NA
"LOC129662474","LOC129662474","129662474",NA,NA
"LOC129662475","LOC129662475","129662475",NA,NA
"LOC129662476","LOC129662476","129662476",NA,NA
"LOC129662477","LOC129662477","129662477",NA,NA
"LOC129662478","LOC129662478","129662478",NA,NA
"LOC129662479","LOC129662479","129662479",NA,NA
"LOC129662480","LOC129662480","129662480",NA,NA
"LOC129662481","LOC129662481","129662481",NA,NA
"LOC129662482","LOC129662482","129662482",NA,NA
"LOC129662483","LOC129662483","129662483",NA,NA
"LOC129662484","LOC129662484","129662484",NA,NA
"LOC129662485","LOC129662485","129662485",NA,NA
"LOC129662486","LOC129662486","129662486",NA,NA
"LOC129662487","LOC129662487","129662487",NA,NA
"LOC129662488","LOC129662488","129662488",NA,NA
"LOC129662489","LOC129662489","129662489",NA,NA
"LOC129662490","LOC129662490","129662490",NA,NA
"LOC129662491","LOC129662491","129662491",NA,NA
"LOC129662492","LOC129662492","129662492",NA,NA
"LOC129662493","LOC129662493","129662493",NA,NA
"LOC129662494","LOC129662494","129662494",NA,NA
"LOC129662495","LOC129662495","129662495",NA,NA
"LOC129662496","LOC129662496","129662496",NA,NA
"LOC129662497","LOC129662497","129662497",NA,NA
"LOC129662498","LOC129662498","129662498",NA,NA
"LOC129662499","LOC129662499","129662499",NA,NA
"LOC129662500","LOC129662500","129662500",NA,NA
"LOC129662501","LOC129662501","129662501",NA,NA
"LOC129662502","LOC129662502","129662502",NA,NA
"LOC129662503","LOC129662503","129662503",NA,NA
"LOC129662504","LOC129662504","129662504",NA,NA
"LOC129662505","LOC129662505","129662505",NA,NA
"LOC129662506","LOC129662506","129662506",NA,NA
"LOC129662507","LOC129662507","129662507",NA,NA
"LOC129662508","LOC129662508","129662508",NA,NA
"LOC129662509","LOC129662509","129662509",NA,NA
"LOC129662510","LOC129662510","129662510",NA,NA
"LOC129662511","LOC129662511","129662511",NA,NA
"LOC129662512","LOC129662512","129662512",NA,NA
"LOC129662513","LOC129662513","129662513",NA,NA
"LOC129662514","LOC129662514","129662514",NA,NA
"LOC129662515","LOC129662515","129662515",NA,NA
"LOC129662516","LOC129662516","129662516",NA,NA
"LOC129662517","LOC129662517","129662517",NA,NA
"LOC129662518","LOC129662518","129662518",NA,NA
"LOC129662519","LOC129662519","129662519",NA,NA
"LOC129662520","LOC129662520","129662520",NA,NA
"LOC129662521","LOC129662521","129662521",NA,NA
"LOC129662522","LOC129662522","129662522",NA,NA
"LOC129662523","LOC129662523","129662523",NA,NA
"LOC129662524","LOC129662524","129662524",NA,NA
"LOC129662525","LOC129662525","129662525",NA,NA
"LOC129662526","LOC129662526","129662526",NA,NA
"LOC129662527","LOC129662527","129662527",NA,NA
"LOC129662528","LOC129662528","129662528",NA,NA
"LOC129662529","LOC129662529","129662529",NA,NA
"LOC129662530","LOC129662530","129662530",NA,NA
"LOC129662531","LOC129662531","129662531",NA,NA
"LOC129662532","LOC129662532","129662532",NA,NA
"LOC129662533","LOC129662533","129662533",NA,NA
"LOC129662534","LOC129662534","129662534",NA,NA
"LOC129662535","LOC129662535","129662535",NA,NA
"LOC129662536","LOC129662536","129662536",NA,NA
"LOC129662537","LOC129662537","129662537",NA,NA
"LOC129662538","LOC129662538","129662538",NA,NA
"LOC129662539","LOC129662539","129662539",NA,NA
"LOC129662540","LOC129662540","129662540",NA,NA
"LOC129662541","LOC129662541","129662541",NA,NA
"LOC129662542","LOC129662542","129662542",NA,NA
"LOC129662543","LOC129662543","129662543",NA,NA
"LOC129662544","LOC129662544","129662544",NA,NA
"LOC129662545","LOC129662545","129662545",NA,NA
"LOC129662546","LOC129662546","129662546",NA,NA
"LOC129662547","LOC129662547","129662547",NA,NA
"LOC129662548","LOC129662548","129662548",NA,NA
"LOC129662549","LOC129662549","129662549",NA,NA
"LOC129662550","LOC129662550","129662550",NA,NA
"LOC129662551","LOC129662551","129662551",NA,NA
"LOC129662552","LOC129662552","129662552",NA,NA
"LOC129662553","LOC129662553","129662553",NA,NA
"LOC129662554","LOC129662554","129662554",NA,NA
"LOC129662555","LOC129662555","129662555",NA,NA
"LOC129662556","LOC129662556","129662556",NA,NA
"LOC129662557","LOC129662557","129662557",NA,NA
"LOC129662558","LOC129662558","129662558",NA,NA
"LOC129662559","LOC129662559","129662559",NA,NA
"LOC129662560","LOC129662560","129662560",NA,NA
"LOC129662561","LOC129662561","129662561",NA,NA
"LOC129662562","LOC129662562","129662562",NA,NA
"LOC129662563","LOC129662563","129662563",NA,NA
"LOC129662564","LOC129662564","129662564",NA,NA
"LOC129662565","LOC129662565","129662565",NA,NA
"LOC129662566","LOC129662566","129662566",NA,NA
"LOC129662567","LOC129662567","129662567",NA,NA
"LOC129662568","LOC129662568","129662568",NA,NA
"LOC129662569","LOC129662569","129662569",NA,NA
"LOC129662570","LOC129662570","129662570",NA,NA
"LOC129662571","LOC129662571","129662571",NA,NA
"LOC129662572","LOC129662572","129662572",NA,NA
"LOC129662573","LOC129662573","129662573",NA,NA
"LOC129662574","LOC129662574","129662574",NA,NA
"LOC129662575","LOC129662575","129662575",NA,NA
"LOC129662576","LOC129662576","129662576",NA,NA
"LOC129662577","LOC129662577","129662577",NA,NA
"LOC129662578","LOC129662578","129662578",NA,NA
"LOC129662579","LOC129662579","129662579",NA,NA
"LOC129662580","LOC129662580","129662580",NA,NA
"LOC129662581","LOC129662581","129662581",NA,NA
"LOC129662582","LOC129662582","129662582",NA,NA
"LOC129662583","LOC129662583","129662583",NA,NA
"LOC129662584","LOC129662584","129662584",NA,NA
"LOC129662585","LOC129662585","129662585",NA,NA
"LOC129662586","LOC129662586","129662586",NA,NA
"LOC129662587","LOC129662587","129662587",NA,NA
"LOC129662588","LOC129662588","129662588",NA,NA
"LOC129662589","LOC129662589","129662589",NA,NA
"LOC129662590","LOC129662590","129662590",NA,NA
"LOC129662591","LOC129662591","129662591",NA,NA
"LOC129662592","LOC129662592","129662592",NA,NA
"LOC129662593","LOC129662593","129662593",NA,NA
"LOC129662594","LOC129662594","129662594",NA,NA
"LOC129662595","LOC129662595","129662595",NA,NA
"LOC129662596","LOC129662596","129662596",NA,NA
"LOC129662597","LOC129662597","129662597",NA,NA
"LOC129662598","LOC129662598","129662598",NA,NA
"LOC129662599","LOC129662599","129662599",NA,NA
"LOC129662600","LOC129662600","129662600",NA,NA
"LOC129662601","LOC129662601","129662601",NA,NA
"LOC129662602","LOC129662602","129662602",NA,NA
"LOC129662603","LOC129662603","129662603",NA,NA
"LOC129662604","LOC129662604","129662604",NA,NA
"LOC129662605","LOC129662605","129662605",NA,NA
"LOC129662606","LOC129662606","129662606",NA,NA
"LOC129662607","LOC129662607","129662607",NA,NA
"LOC129662608","LOC129662608","129662608",NA,NA
"LOC129662609","LOC129662609","129662609",NA,NA
"LOC129662610","LOC129662610","129662610",NA,NA
"LOC129662611","LOC129662611","129662611",NA,NA
"LOC129662612","LOC129662612","129662612",NA,NA
"LOC129662613","LOC129662613","129662613",NA,NA
"LOC129662614","LOC129662614","129662614",NA,NA
"LOC129662615","LOC129662615","129662615",NA,NA
"LOC129662616","LOC129662616","129662616",NA,NA
"LOC129662617","LOC129662617","129662617",NA,NA
"LOC129662618","LOC129662618","129662618",NA,NA
"LOC129662619","LOC129662619","129662619",NA,NA
"LOC129662620","LOC129662620","129662620",NA,NA
"LOC129662621","LOC129662621","129662621",NA,NA
"LOC129662622","LOC129662622","129662622",NA,NA
"LOC129662623","LOC129662623","129662623",NA,NA
"LOC129662624","LOC129662624","129662624",NA,NA
"LOC129662625","LOC129662625","129662625",NA,NA
"LOC129662626","LOC129662626","129662626",NA,NA
"LOC129662627","LOC129662627","129662627",NA,NA
"LOC129662628","LOC129662628","129662628",NA,NA
"LOC129662629","LOC129662629","129662629",NA,NA
"LOC129662630","LOC129662630","129662630",NA,NA
"LOC129662631","LOC129662631","129662631",NA,NA
"LOC129662632","LOC129662632","129662632",NA,NA
"LOC129662633","LOC129662633","129662633",NA,NA
"LOC129662634","LOC129662634","129662634",NA,NA
"LOC129662635","LOC129662635","129662635",NA,NA
"LOC129662636","LOC129662636","129662636",NA,NA
"LOC129662637","LOC129662637","129662637",NA,NA
"LOC129662638","LOC129662638","129662638",NA,NA
"LOC129662639","LOC129662639","129662639",NA,NA
"LOC129662640","LOC129662640","129662640",NA,NA
"LOC129662641","LOC129662641","129662641",NA,NA
"LOC129662642","LOC129662642","129662642",NA,NA
"LOC129662643","LOC129662643","129662643",NA,NA
"LOC129662644","LOC129662644","129662644",NA,NA
"LOC129662645","LOC129662645","129662645",NA,NA
"LOC129662646","LOC129662646","129662646",NA,NA
"LOC129662647","LOC129662647","129662647",NA,NA
"LOC129662648","LOC129662648","129662648",NA,NA
"LOC129662649","LOC129662649","129662649",NA,NA
"LOC129662650","LOC129662650","129662650",NA,NA
"LOC129662651","LOC129662651","129662651",NA,NA
"LOC129662652","LOC129662652","129662652",NA,NA
"LOC129662653","LOC129662653","129662653",NA,NA
"LOC129662654","LOC129662654","129662654",NA,NA
"LOC129662655","LOC129662655","129662655",NA,NA
"LOC129662656","LOC129662656","129662656",NA,NA
"LOC129662657","LOC129662657","129662657",NA,NA
"LOC129662658","LOC129662658","129662658",NA,NA
"LOC129662659","LOC129662659","129662659",NA,NA
"LOC129662660","LOC129662660","129662660",NA,NA
"LOC129662661","LOC129662661","129662661",NA,NA
"LOC129662662","LOC129662662","129662662",NA,NA
"LOC129662663","LOC129662663","129662663",NA,NA
"LOC129662664","LOC129662664","129662664",NA,NA
"LOC129662665","LOC129662665","129662665",NA,NA
"LOC129662666","LOC129662666","129662666",NA,NA
"LOC129662667","LOC129662667","129662667",NA,NA
"LOC129662668","LOC129662668","129662668",NA,NA
"LOC129662669","LOC129662669","129662669",NA,NA
"LOC129662670","LOC129662670","129662670",NA,NA
"LOC129662671","LOC129662671","129662671",NA,NA
"LOC129662672","LOC129662672","129662672",NA,NA
"LOC129662673","LOC129662673","129662673",NA,NA
"LOC129662674","LOC129662674","129662674",NA,NA
"LOC129662675","LOC129662675","129662675",NA,NA
"LOC129662676","LOC129662676","129662676",NA,NA
"LOC129662677","LOC129662677","129662677",NA,NA
"LOC129662678","LOC129662678","129662678",NA,NA
"LOC129662679","LOC129662679","129662679",NA,NA
"LOC129662680","LOC129662680","129662680",NA,NA
"LOC129662681","LOC129662681","129662681",NA,NA
"LOC129662682","LOC129662682","129662682",NA,NA
"LOC129662683","LOC129662683","129662683",NA,NA
"LOC129662684","LOC129662684","129662684",NA,NA
"LOC129662685","LOC129662685","129662685",NA,NA
"LOC129662686","LOC129662686","129662686",NA,NA
"LOC129662687","LOC129662687","129662687",NA,NA
"LOC129662688","LOC129662688","129662688",NA,NA
"LOC129662689","LOC129662689","129662689",NA,NA
"LOC129662690","LOC129662690","129662690",NA,NA
"LOC129662691","LOC129662691","129662691",NA,NA
"LOC129662692","LOC129662692","129662692",NA,NA
"LOC129662693","LOC129662693","129662693",NA,NA
"LOC129662694","LOC129662694","129662694",NA,NA
"LOC129662695","LOC129662695","129662695",NA,NA
"LOC129662696","LOC129662696","129662696",NA,NA
"LOC129662697","LOC129662697","129662697",NA,NA
"LOC129662698","LOC129662698","129662698",NA,NA
"LOC129662699","LOC129662699","129662699",NA,NA
"LOC129662700","LOC129662700","129662700",NA,NA
"LOC129662701","LOC129662701","129662701",NA,NA
"LOC129662702","LOC129662702","129662702",NA,NA
"LOC129662703","LOC129662703","129662703",NA,NA
"LOC129662704","LOC129662704","129662704",NA,NA
"LOC129662705","LOC129662705","129662705",NA,NA
"LOC129662706","LOC129662706","129662706",NA,NA
"LOC129662707","LOC129662707","129662707",NA,NA
"LOC129662708","LOC129662708","129662708",NA,NA
"LOC129662709","LOC129662709","129662709",NA,NA
"LOC129662710","LOC129662710","129662710",NA,NA
"LOC129662711","LOC129662711","129662711",NA,NA
"LOC129662712","LOC129662712","129662712",NA,NA
"LOC129662713","LOC129662713","129662713",NA,NA
"LOC129662714","LOC129662714","129662714",NA,NA
"LOC129662715","LOC129662715","129662715",NA,NA
"LOC129662716","LOC129662716","129662716",NA,NA
"LOC129662717","LOC129662717","129662717",NA,NA
"LOC129662718","LOC129662718","129662718",NA,NA
"LOC129662719","LOC129662719","129662719",NA,NA
"LOC129662720","LOC129662720","129662720",NA,NA
"LOC129662721","LOC129662721","129662721",NA,NA
"LOC129662722","LOC129662722","129662722",NA,NA
"LOC129662723","LOC129662723","129662723",NA,NA
"LOC129662724","LOC129662724","129662724",NA,NA
"LOC129662725","LOC129662725","129662725",NA,NA
"LOC129662726","LOC129662726","129662726",NA,NA
"LOC129662727","LOC129662727","129662727",NA,NA
"LOC129662728","LOC129662728","129662728",NA,NA
"LOC129662729","LOC129662729","129662729",NA,NA
"LOC129662730","LOC129662730","129662730",NA,NA
"LOC129662731","LOC129662731","129662731",NA,NA
"LOC129662732","LOC129662732","129662732",NA,NA
"LOC129662733","LOC129662733","129662733",NA,NA
"LOC129662734","LOC129662734","129662734",NA,NA
"LOC129662735","LOC129662735","129662735",NA,NA
"LOC129662736","LOC129662736","129662736",NA,NA
"LOC129662737","LOC129662737","129662737",NA,NA
"LOC129662738","LOC129662738","129662738",NA,NA
"LOC129662739","LOC129662739","129662739",NA,NA
"LOC129662740","LOC129662740","129662740",NA,NA
"LOC129662741","LOC129662741","129662741",NA,NA
"LOC129662742","LOC129662742","129662742",NA,NA
"LOC129662743","LOC129662743","129662743",NA,NA
"LOC129662744","LOC129662744","129662744",NA,NA
"LOC129662745","LOC129662745","129662745",NA,NA
"LOC129662746","LOC129662746","129662746",NA,NA
"LOC129662747","LOC129662747","129662747",NA,NA
"LOC129662748","LOC129662748","129662748",NA,NA
"LOC129662749","LOC129662749","129662749",NA,NA
"LOC129662750","LOC129662750","129662750",NA,NA
"LOC129662751","LOC129662751","129662751",NA,NA
"LOC129662752","LOC129662752","129662752",NA,NA
"LOC129662753","LOC129662753","129662753",NA,NA
"LOC129662754","LOC129662754","129662754",NA,NA
"LOC129662755","LOC129662755","129662755",NA,NA
"LOC129662756","LOC129662756","129662756",NA,NA
"LOC129662757","LOC129662757","129662757",NA,NA
"LOC129662758","LOC129662758","129662758",NA,NA
"LOC129662759","LOC129662759","129662759",NA,NA
"LOC129662760","LOC129662760","129662760",NA,NA
"LOC129662761","LOC129662761","129662761",NA,NA
"LOC129662762","LOC129662762","129662762",NA,NA
"LOC129662763","LOC129662763","129662763",NA,NA
"LOC129662764","LOC129662764","129662764",NA,NA
"LOC129662765","LOC129662765","129662765",NA,NA
"LOC129662766","LOC129662766","129662766",NA,NA
"LOC129662767","LOC129662767","129662767",NA,NA
"LOC129662768","LOC129662768","129662768",NA,NA
"LOC129662769","LOC129662769","129662769",NA,NA
"LOC129662770","LOC129662770","129662770",NA,NA
"LOC129662771","LOC129662771","129662771",NA,NA
"LOC129662772","LOC129662772","129662772",NA,NA
"LOC129662773","LOC129662773","129662773",NA,NA
