"","from_gene","Mus_musculus","Homo_sapiens","to_symbol"
"Gm11628","Gm11628","102637532",NA,NA
"Gm13754","Gm13754","102637534",130749,"CPO"
"Gm34319","Gm34319","102637535",NA,NA
"Gm34320","Gm34320","102637536",NA,NA
"Gm34321","Gm34321","102637537",NA,NA
"Gm34322","Gm34322","102637538",NA,NA
"Gm28167","Gm28167","102637539",NA,NA
"Gm34323","Gm34323","102637540",NA,NA
"Gm34324","Gm34324","102637541",NA,NA
"Gm13872","Gm13872","102637542",NA,NA
"Gm34325","Gm34325","102637543",NA,NA
"Gm34326","Gm34326","102637544",NA,NA
"Gm34327","Gm34327","102637545",NA,NA
"Gm13025","Gm13025","102637546",NA,NA
"Gm34328","Gm34328","102637547",NA,NA
"Gm17521","Gm17521","102637548",NA,NA
"Gm29286","Gm29286","102637549",NA,NA
"Gm28786","Gm28786","102637550",NA,NA
"Gm34330","Gm34330","102637552",NA,NA
"Gm34331","Gm34331","102637553",NA,NA
"Gm34332","Gm34332","102637554",NA,NA
"Gm34333","Gm34333","102637555",NA,NA
"Gm34334","Gm34334","102637556",NA,NA
"Gm34335","Gm34335","102637557",NA,NA
"Gm34336","Gm34336","102637558",NA,NA
"Gm28114","Gm28114","102637559",NA,NA
"Gm34337","Gm34337","102637560",NA,NA
"Gm34338","Gm34338","102637561",NA,NA
"Gm34340","Gm34340","102637563",NA,NA
"Gm34342","Gm34342","102637565",NA,NA
"Gm13342","Gm13342","102637566",NA,NA
"Gm34343","Gm34343","102637567",NA,NA
"Gm34344","Gm34344","102637568",NA,NA
"Gm34345","Gm34345","102637569",NA,NA
"Gm34346","Gm34346","102637570",NA,NA
"Gm34347","Gm34347","102637571",NA,NA
"Gm38499","Gm38499","102637572",NA,NA
"Gm34348","Gm34348","102637573",NA,NA
"Gm34349","Gm34349","102637574",NA,NA
"Gm34350","Gm34350","102637575",NA,NA
"Gm15283","Gm15283","102637576",105370526,"HIF1A-AS3"
"LOC102637577","LOC102637577","102637577",NA,NA
"Gm12827","Gm12827","102637578",NA,NA
"Gm29634","Gm29634","102637580",NA,NA
"Gm34352","Gm34352","102637581",NA,NA
"Gm34353","Gm34353","102637582",NA,NA
"Gm34354","Gm34354","102637583",NA,NA
"Gm34356","Gm34356","102637585",NA,NA
"Gm34357","Gm34357","102637586",NA,NA
"Gm34358","Gm34358","102637587",NA,NA
"Gm15870","Gm15870","102637589",NA,NA
"Gm34360","Gm34360","102637590",NA,NA
"Gm34361","Gm34361","102637592",NA,NA
"Gm34362","Gm34362","102637593",NA,NA
"Gm34363","Gm34363","102637594",NA,NA
"Gm34364","Gm34364","102637595",NA,NA
"Platr13","Platr13","102637596",NA,NA
"Gm34365","Gm34365","102637598",NA,NA
"Gm34366","Gm34366","102637599",NA,NA
"Gm34367","Gm34367","102637600",NA,NA
"Gm34368","Gm34368","102637601",NA,NA
"Gm34369","Gm34369","102637602",NA,NA
"Gm34370","Gm34370","102637603",NA,NA
"Gm34371","Gm34371","102637604",NA,NA
"Gm34372","Gm34372","102637607",NA,NA
"Gm34374","Gm34374","102637609",NA,NA
"Gm34375","Gm34375","102637611",NA,NA
"Gm34376","Gm34376","102637612",NA,NA
"Gm12092","Gm12092","102637613",NA,NA
"Scgb1b17","Scgb1b17","102637615",NA,NA
"Gm34379","Gm34379","102637617",NA,NA
"Gm34381","Gm34381","102637619",NA,NA
"Gm34382","Gm34382","102637620",NA,NA
"Gm34385","Gm34385","102637623",NA,NA
"Gm34388","Gm34388","102637626",NA,NA
"Gm34389","Gm34389","102637627",NA,NA
"Gm34391","Gm34391","102637629",NA,NA
"Gm34392","Gm34392","102637630",NA,NA
"Gm34393","Gm34393","102637631",NA,NA
"Gm34394","Gm34394","102637632",NA,NA
"Gm34395","Gm34395","102637633",NA,NA
"Gm34396","Gm34396","102637634",NA,NA
"Gm34397","Gm34397","102637635",NA,NA
"Gm19847","Gm19847","102637637",NA,NA
"Gm12506","Gm12506","102637640",NA,NA
"Gm34401","Gm34401","102637641",NA,NA
"Gm34402","Gm34402","102637642",NA,NA
"Gm34403","Gm34403","102637643",NA,NA
"Gm34405","Gm34405","102637645",NA,NA
"Gm19437","Gm19437","102637646",NA,NA
"Gm34406","Gm34406","102637647",NA,NA
"Gm34407","Gm34407","102637648",NA,NA
"Gm34408","Gm34408","102637649",NA,NA
"Gm17412","Gm17412","102637650",NA,NA
"Gm28753","Gm28753","102637651",NA,NA
"Gm28596","Gm28596","102637652",NA,NA
"Gm28106","Gm28106","102637653",NA,NA
"Gm34409","Gm34409","102637654",NA,NA
"Gm34411","Gm34411","102637656",NA,NA
"Gm29346","Gm29346","102637657",NA,NA
"Gm34412","Gm34412","102637658",NA,NA
"Gm34413","Gm34413","102637659",NA,NA
"Gm34414","Gm34414","102637660",NA,NA
"Gm34415","Gm34415","102637661",NA,NA
"Gm34416","Gm34416","102637662",NA,NA
"Gm34417","Gm34417","102637663",NA,NA
"Gm34418","Gm34418","102637664",NA,NA
"Gm34419","Gm34419","102637665",NA,NA
"Gm34420","Gm34420","102637666",NA,NA
"Gm34421","Gm34421","102637668",NA,NA
"Gm34423","Gm34423","102637670",NA,NA
"Gm13198","Gm13198","102637671",NA,NA
"Gm26787","Gm26787","102637672",NA,NA
"Gm34424","Gm34424","102637673",NA,NA
"Gm34425","Gm34425","102637674",NA,NA
"Gm34426","Gm34426","102637675",NA,NA
"Gm34428","Gm34428","102637677",NA,NA
"Gm12403","Gm12403","102637678",NA,NA
"Gm13575","Gm13575","102637679",NA,NA
"Gm34430","Gm34430","102637681",NA,NA
"Gm26682","Gm26682","102637682",NA,NA
"Gm34431","Gm34431","102637683",NA,NA
"Gm20609","Gm20609","102637684",NA,NA
"Gm16239","Gm16239","102637685",NA,NA
"Gm34432","Gm34432","102637686",NA,NA
"Gm34433","Gm34433","102637687",NA,NA
"Gm34434","Gm34434","102637688",NA,NA
"Gm26512","Gm26512","102637693",NA,NA
"Gm29659","Gm29659","102637694",NA,NA
"Gm34439","Gm34439","102637696",NA,NA
"Gm34440","Gm34440","102637697",NA,NA
"Gm34441","Gm34441","102637698",NA,NA
"Gm34442","Gm34442","102637699",NA,NA
"Gm34444","Gm34444","102637701",NA,NA
"Gm16342","Gm16342","102637702",NA,NA
"Gm34445","Gm34445","102637703",NA,NA
"Gm34446","Gm34446","102637704",NA,NA
"Ly6l","Ly6l","102637705",101928108,"LY6L"
"Gm34447","Gm34447","102637706",NA,NA
"Gm34448","Gm34448","102637707",NA,NA
"Gm34449","Gm34449","102637708",NA,NA
"Gm34450","Gm34450","102637709",NA,NA
"Gm34451","Gm34451","102637710",NA,NA
"Gm15425","Gm15425","102637711",NA,NA
"Gm34453","Gm34453","102637713",NA,NA
"Gm34454","Gm34454","102637714",NA,NA
"Gm34455","Gm34455","102637715",NA,NA
"Gm34457","Gm34457","102637717",NA,NA
"Gm34458","Gm34458","102637718",NA,NA
"Gm38500","Gm38500","102637719",NA,NA
"Gm16244","Gm16244","102637720",NA,NA
"Gm34459","Gm34459","102637721",NA,NA
"Gm34461","Gm34461","102637723",NA,NA
"Gm34463","Gm34463","102637725",NA,NA
"Gm34464","Gm34464","102637726",NA,NA
"Gm34465","Gm34465","102637728",NA,NA
"Gm28355","Gm28355","102637729",NA,NA
"Gm34466","Gm34466","102637730",NA,NA
"Gm34467","Gm34467","102637731",NA,NA
"Gm34468","Gm34468","102637732",NA,NA
"Gm34469","Gm34469","102637733",NA,NA
"Gm34470","Gm34470","102637734",NA,NA
"Gm34471","Gm34471","102637735",NA,NA
"Gm34472","Gm34472","102637738",NA,NA
"Gm34474","Gm34474","102637740",NA,NA
"Gm34475","Gm34475","102637741",NA,NA
"Gm8809","Gm8809","102637742",NA,NA
"Bod1-ps","Bod1-ps","102637743",NA,NA
"Gm34476","Gm34476","102637744",NA,NA
"Gm34477","Gm34477","102637745",NA,NA
"Gm34478","Gm34478","102637746",NA,NA
"Gm34479","Gm34479","102637747",NA,NA
"Gm34480","Gm34480","102637748",NA,NA
"Gm5978","Gm5978","102637749",NA,NA
"Gm34481","Gm34481","102637750",NA,NA
"Gm34482","Gm34482","102637751",NA,NA
"Gm34483","Gm34483","102637752",NA,NA
"Gm34484","Gm34484","102637753",NA,NA
"Gm34486","Gm34486","102637756",NA,NA
"Gm34488","Gm34488","102637758",NA,NA
"Gm34489","Gm34489","102637759",NA,NA
"Gm34490","Gm34490","102637760",NA,NA
"Gm34491","Gm34491","102637761",NA,NA
"Gm21812","Gm21812","102637762",NA,NA
"Gm12843","Gm12843","102637763",NA,NA
"Gm34493","Gm34493","102637765",NA,NA
"Gm28107","Gm28107","102637768",NA,NA
"Gm34496","Gm34496","102637769",NA,NA
"Gm34497","Gm34497","102637770",NA,NA
"Gm34499","Gm34499","102637772",NA,NA
"Gm34500","Gm34500","102637773",NA,NA
"Gm34501","Gm34501","102637774",NA,NA
"Gm38501","Gm38501","102637775",NA,NA
"Gm34502","Gm34502","102637776",NA,NA
"Gm34503","Gm34503","102637777",NA,NA
"Gm34504","Gm34504","102637778",NA,NA
"Gm34505","Gm34505","102637779",NA,NA
"LOC102637781","LOC102637781","102637781",NA,NA
"Gm34507","Gm34507","102637782",NA,NA
"Gm34509","Gm34509","102637784",NA,NA
"Gm34510","Gm34510","102637785",NA,NA
"Gm34511","Gm34511","102637786",NA,NA
"Gm26740","Gm26740","102637787",NA,NA
"Gm12405","Gm12405","102637788",NA,NA
"Gm34513","Gm34513","102637790",NA,NA
"Gm34514","Gm34514","102637791",NA,NA
"LOC102637792","LOC102637792","102637792",NA,NA
"Gm34515","Gm34515","102637793",NA,NA
"Gm34516","Gm34516","102637794",NA,NA
"Gm34517","Gm34517","102637795",NA,NA
"A330015K06Rik","A330015K06Rik","102637797",NA,NA
"Gm34521","Gm34521","102637800",NA,NA
"Gm34522","Gm34522","102637801",NA,NA
"Gm34523","Gm34523","102637802",NA,NA
"Gm29581","Gm29581","102637803",NA,NA
"LOC102637806","LOC102637806","102637806",NA,NA
"Gm34526","Gm34526","102637807",NA,NA
"Gm21976","Gm21976","102637808",NA,NA
"Gm34527","Gm34527","102637809",NA,NA
"Gm34528","Gm34528","102637810",NA,NA
"Gm17027","Gm17027","102637812",NA,NA
"Gm34529","Gm34529","102637813",NA,NA
"A230004M16Rik","A230004M16Rik","102637814",NA,NA
"Gm10589","Gm10589","102637815",NA,NA
"Gm34530","Gm34530","102637816",NA,NA
"Gm34531","Gm34531","102637817",NA,NA
"Gm34533","Gm34533","102637819",NA,NA
"Hopxos","Hopxos","102637820",NA,NA
"Gm34534","Gm34534","102637821",NA,NA
"Gm34535","Gm34535","102637822",NA,NA
"Gm34536","Gm34536","102637823",NA,NA
"Gm34538","Gm34538","102637825",NA,NA
"Gm38502","Gm38502","102637827",NA,NA
"Gm12519","Gm12519","102637828",NA,NA
"Gm34539","Gm34539","102637829",NA,NA
"Gm34540","Gm34540","102637830",NA,NA
"Gm34541","Gm34541","102637831",NA,NA
"Gm34542","Gm34542","102637832",NA,NA
"Gm34544","Gm34544","102637834",NA,NA
"Gm34545","Gm34545","102637835",NA,NA
"Gm6003","Gm6003","102637838",NA,NA
"Gm10476","Gm10476","102637839",NA,NA
"Gm34548","Gm34548","102637841",NA,NA
"Gm34549","Gm34549","102637842",NA,NA
"Gm34550","Gm34550","102637843",NA,NA
"Gm34552","Gm34552","102637845",NA,NA
"Gm34554","Gm34554","102637848",NA,NA
"Gm34556","Gm34556","102637850",NA,NA
"Gm34557","Gm34557","102637851",NA,NA
"Gm34558","Gm34558","102637852",NA,NA
"Gm11496","Gm11496","102637854",NA,NA
"Gm34560","Gm34560","102637855",NA,NA
"Gm34561","Gm34561","102637856",NA,NA
"Gm34562","Gm34562","102637857",NA,NA
"Gm34563","Gm34563","102637858",NA,NA
"Gm20629","Gm20629","102637859",NA,NA
"Gm34566","Gm34566","102637862",NA,NA
"Gm19790","Gm19790","102637863",NA,NA
"Gm23428","Gm23428","102637864",NA,NA
"Gm34567","Gm34567","102637865",NA,NA
"Gm34568","Gm34568","102637866",NA,NA
"Gm34569","Gm34569","102637867",NA,NA
"Gm34570","Gm34570","102637868",NA,NA
"Gm34571","Gm34571","102637869",NA,NA
"Gm34572","Gm34572","102637870",NA,NA
"Gm17249","Gm17249","102637873",NA,NA
"Gm34574","Gm34574","102637874",NA,NA
"Gm34575","Gm34575","102637875",NA,NA
"Gm34576","Gm34576","102637876",NA,NA
"Gm34577","Gm34577","102637877",NA,NA
"Gm34580","Gm34580","102637881",NA,NA
"Rhox11-ps2","Rhox11-ps2","102637882",NA,NA
"Gm29475","Gm29475","102637883",NA,NA
"Gm34581","Gm34581","102637884",NA,NA
"Gm28886","Gm28886","102637885",NA,NA
"Gm34582","Gm34582","102637886",NA,NA
"Gm34583","Gm34583","102637887",NA,NA
"Gm34584","Gm34584","102637888",NA,NA
"Gm34585","Gm34585","102637889",NA,NA
"Gm34586","Gm34586","102637890",NA,NA
"Gm34587","Gm34587","102637891",NA,NA
"Gm34588","Gm34588","102637892",NA,NA
"Gm34589","Gm34589","102637893",NA,NA
"Gm34590","Gm34590","102637894",NA,NA
"Gm34591","Gm34591","102637895",NA,NA
"Gm34592","Gm34592","102637896",NA,NA
"Gm34593","Gm34593","102637897",NA,NA
"Gm34594","Gm34594","102637898",NA,NA
"Gm34596","Gm34596","102637900",NA,NA
"Gm34597","Gm34597","102637901",NA,NA
"Gm34598","Gm34598","102637902",NA,NA
"Gm34599","Gm34599","102637903",NA,NA
"Gm34600","Gm34600","102637904",NA,NA
"Gm34601","Gm34601","102637905",NA,NA
"Gm34602","Gm34602","102637906",NA,NA
"Gm34604","Gm34604","102637909",NA,NA
"Gm34605","Gm34605","102637910",NA,NA
"Gm34606","Gm34606","102637911",NA,NA
"Mark1-ps2","Mark1-ps2","102637912",NA,NA
"Gm34607","Gm34607","102637913",NA,NA
"Gm34608","Gm34608","102637914",NA,NA
"Gm13076","Gm13076","102637915",NA,NA
"Gm34609","Gm34609","102637916",NA,NA
"Gm34610","Gm34610","102637917",NA,NA
"Gm34611","Gm34611","102637919",NA,NA
"Gm34612","Gm34612","102637920",NA,NA
"Gm34613","Gm34613","102637922",NA,NA
"Gm34616","Gm34616","102637925",NA,NA
"Gm16108","Gm16108","102637926",NA,NA
"Gm34617","Gm34617","102637928",NA,NA
"Gm34618","Gm34618","102637929",NA,NA
"Gm34619","Gm34619","102637930",NA,NA
"Gm34620","Gm34620","102637931",NA,NA
"Gm34621","Gm34621","102637932",NA,NA
"Gm34622","Gm34622","102637933",NA,NA
"Gm34623","Gm34623","102637934",NA,NA
"Gm34624","Gm34624","102637935",NA,NA
"Gm34625","Gm34625","102637936",NA,NA
"Gm34626","Gm34626","102637938",NA,NA
"Gm34627","Gm34627","102637939",NA,NA
"Gm34628","Gm34628","102637940",NA,NA
"Gm12602","Gm12602","102637941",NA,NA
"Gm34629","Gm34629","102637943",NA,NA
"Gm34630","Gm34630","102637944",NA,NA
"Gm34632","Gm34632","102637946",NA,NA
"Gm13035","Gm13035","102637947",NA,NA
"Gm34633","Gm34633","102637948",NA,NA
"Gm34635","Gm34635","102637950",NA,NA
"Gm34636","Gm34636","102637951",NA,NA
"Gm34637","Gm34637","102637952",NA,NA
"Gm38503","Gm38503","102637953",NA,NA
"Gm34638","Gm34638","102637954",NA,NA
"Gm29531","Gm29531","102637955",NA,NA
"Gm34639","Gm34639","102637956",NA,NA
"Gm34640","Gm34640","102637957",NA,NA
"Gm34641","Gm34641","102637958",NA,NA
"Gm38504","Gm38504","102637959",NA,NA
"Gm34642","Gm34642","102637960",NA,NA
"Gm34643","Gm34643","102637961",NA,NA
"Gm34644","Gm34644","102637962",NA,NA
"Gm12622","Gm12622","102637963",NA,NA
"Gm34645","Gm34645","102637964",NA,NA
"Gm34646","Gm34646","102637965",NA,NA
"Nckap5los","Nckap5los","102637966",NA,NA
"Gm34647","Gm34647","102637967",NA,NA
"Gm34648","Gm34648","102637968",NA,NA
"Gm34649","Gm34649","102637969",NA,NA
"Gm34650","Gm34650","102637970",NA,NA
"Gm34651","Gm34651","102637971",NA,NA
"Gm34652","Gm34652","102637972",NA,NA
"B3galt9","B3galt9","102637973",100288842,"B3GALT9"
"Gm34654","Gm34654","102637974",NA,NA
"Gm34655","Gm34655","102637975",NA,NA
"Gm34656","Gm34656","102637976",NA,NA
"Gm12404","Gm12404","102637977",NA,NA
"Gm34657","Gm34657","102637978",NA,NA
"Gm34658","Gm34658","102637979",NA,NA
"Gm34659","Gm34659","102637980",NA,NA
"Gm34661","Gm34661","102637983",NA,NA
"Gm34662","Gm34662","102637984",NA,NA
"Gm9364","Gm9364","102637985",NA,NA
"Gm34664","Gm34664","102637987",NA,NA
"Astx1a","Astx1a","102637988",NA,NA
"Gm34665","Gm34665","102637989",NA,NA
"Gm34666","Gm34666","102637990",NA,NA
"Gm34667","Gm34667","102637991",NA,NA
"Gm34669","Gm34669","102637993",NA,NA
"Gm34671","Gm34671","102637995",NA,NA
"Gm21733","Gm21733","102637996",NA,NA
"Gm34672","Gm34672","102637997",NA,NA
"Gm34674","Gm34674","102637999",NA,NA
"Gm34675","Gm34675","102638000",NA,NA
"Gm34676","Gm34676","102638001",NA,NA
"Gm15222","Gm15222","102638002",NA,NA
"Gm2559","Gm2559","102638003",NA,NA
"Gm34677","Gm34677","102638004",NA,NA
"Gm11734","Gm11734","102638005",NA,NA
"Gm34678","Gm34678","102638007",NA,NA
"Gm38505","Gm38505","102638008",NA,NA
"Gm34679","Gm34679","102638009",NA,NA
"Gm34680","Gm34680","102638010",NA,NA
"Gm34682","Gm34682","102638013",NA,NA
"Gm34684","Gm34684","102638015",NA,NA
"Gm17382","Gm17382","102638016",NA,NA
"Gm34687","Gm34687","102638019",NA,NA
"Gm34688","Gm34688","102638020",NA,NA
"Gm34689","Gm34689","102638021",NA,NA
"Gm34690","Gm34690","102638022",NA,NA
"Gm34693","Gm34693","102638025",NA,NA
"Gm34695","Gm34695","102638027",NA,NA
"Gm20467","Gm20467","102638028",NA,NA
"Gm34696","Gm34696","102638029",NA,NA
"Gm21907","Gm21907","102638030",NA,NA
"Gm34697","Gm34697","102638031",NA,NA
"Gm28471","Gm28471","102638032",NA,NA
"Gm34698","Gm34698","102638033",NA,NA
"Gm34699","Gm34699","102638034",NA,NA
"Gm34700","Gm34700","102638035",NA,NA
"Gm34701","Gm34701","102638036",NA,NA
"Gm34702","Gm34702","102638037",NA,NA
"Gm15631","Gm15631","102638038",NA,NA
"Gm34703","Gm34703","102638039",NA,NA
"Gm15515","Gm15515","102638040",NA,NA
"Gm34704","Gm34704","102638042",NA,NA
"Gm34705","Gm34705","102638044",NA,NA
"Gm34707","Gm34707","102638046",NA,NA
"LOC102638047","LOC102638047","102638047",NA,NA
"Gm13657","Gm13657","102638051",NA,NA
"Gm13869","Gm13869","102638052",NA,NA
"Gm34712","Gm34712","102638057",NA,NA
"Gm34713","Gm34713","102638059",NA,NA
"Gm34714","Gm34714","102638061",NA,NA
"Gm34715","Gm34715","102638062",NA,NA
"Gm34716","Gm34716","102638063",NA,NA
"Gm34717","Gm34717","102638064",NA,NA
"Gm34718","Gm34718","102638065",NA,NA
"Gm34719","Gm34719","102638066",NA,NA
"Gm29426","Gm29426","102638067",NA,NA
"Gm28899","Gm28899","102638068",NA,NA
"Gm34720","Gm34720","102638069",NA,NA
"Gm34721","Gm34721","102638071",NA,NA
"Gm34722","Gm34722","102638072",NA,NA
"Gm34723","Gm34723","102638073",NA,NA
"Gm34724","Gm34724","102638074",NA,NA
"Gm12628","Gm12628","102638075",NA,NA
"Gm34725","Gm34725","102638076",NA,NA
"Gm34726","Gm34726","102638077",NA,NA
"Gm16226","Gm16226","102638080",NA,NA
"Gm34730","Gm34730","102638082",NA,NA
"Ccdc188","Ccdc188","102638083",388849,"CCDC188"
"Gm17695","Gm17695","102638085",NA,NA
"Gm34732","Gm34732","102638086",NA,NA
"Gm34733","Gm34733","102638087",NA,NA
"Gm2828","Gm2828","102638089",NA,NA
"Gm34735","Gm34735","102638090",NA,NA
"Gm34736","Gm34736","102638091",NA,NA
"Gm34738","Gm34738","102638093",NA,NA
"Gm34739","Gm34739","102638094",NA,NA
"Gm34740","Gm34740","102638095",NA,NA
"Gm34741","Gm34741","102638096",NA,NA
"Gm16344","Gm16344","102638097",NA,NA
"Gm34743","Gm34743","102638098",NA,NA
"Gm34744","Gm34744","102638099",NA,NA
"Gm28510","Gm28510","102638101",NA,NA
"Gm34745","Gm34745","102638102",NA,NA
"Gm20922","Gm20922","102638103",NA,NA
"Gm34746","Gm34746","102638104",NA,NA
"Gm29268","Gm29268","102638105",NA,NA
"Gm34747","Gm34747","102638106",NA,NA
"Gm34749","Gm34749","102638109",NA,NA
"Gm3468","Gm3468","102638110",NA,NA
"Gm34751","Gm34751","102638112",NA,NA
"Gm34752","Gm34752","102638113",NA,NA
"Gm34753","Gm34753","102638114",NA,NA
"Gm34754","Gm34754","102638115",NA,NA
"Gm7951","Gm7951","102638116",NA,NA
"Gm34755","Gm34755","102638117",NA,NA
"Gm34756","Gm34756","102638118",NA,NA
"Gm34757","Gm34757","102638119",NA,NA
"Gm34758","Gm34758","102638120",NA,NA
"Gm34759","Gm34759","102638121",NA,NA
"Gm34760","Gm34760","102638122",NA,NA
"Gm34762","Gm34762","102638124",NA,NA
"Gm20511","Gm20511","102638125",NA,NA
"Gm34764","Gm34764","102638127",NA,NA
"Gm34765","Gm34765","102638128",NA,NA
"LOC102638129","LOC102638129","102638129",NA,NA
"Gm34766","Gm34766","102638130",NA,NA
"Gm34767","Gm34767","102638131",NA,NA
"Gm34768","Gm34768","102638132",NA,NA
"Gm34769","Gm34769","102638133",NA,NA
"Gm34770","Gm34770","102638134",NA,NA
"Gm34771","Gm34771","102638135",NA,NA
"Gm34772","Gm34772","102638136",NA,NA
"Gm34773","Gm34773","102638137",NA,NA
"Gm26585","Gm26585","102638138",NA,NA
"Gm34776","Gm34776","102638141",NA,NA
"Gm34777","Gm34777","102638142",NA,NA
"Gm34779","Gm34779","102638145",NA,NA
"Gm34780","Gm34780","102638146",NA,NA
"Gm34781","Gm34781","102638147",NA,NA
"Gm34782","Gm34782","102638148",NA,NA
"Gm34783","Gm34783","102638149",NA,NA
"Gm7862","Gm7862","102638150",NA,NA
"Gm16876","Gm16876","102638151",NA,NA
"Gm34784","Gm34784","102638152",NA,NA
"Gm34785","Gm34785","102638153",NA,NA
"Gm21856","Gm21856","102638154",NA,NA
"Gm34786","Gm34786","102638155",NA,NA
"Gm34788","Gm34788","102638158",NA,NA
"Gm13790","Gm13790","102638159",NA,NA
"Gm34789","Gm34789","102638160",NA,NA
"Gm34790","Gm34790","102638161",NA,NA
"Gm34792","Gm34792","102638163",NA,NA
"Gm34793","Gm34793","102638164",NA,NA
"Gm11494","Gm11494","102638165",NA,NA
"Gm34794","Gm34794","102638166",NA,NA
"Gm38506","Gm38506","102638167",NA,NA
"Gm34795","Gm34795","102638168",NA,NA
"Gm34797","Gm34797","102638170",NA,NA
"Gm34798","Gm34798","102638171",NA,NA
"Gm34883","Gm34883","102638172",NA,NA
"Gm34801","Gm34801","102638174",NA,NA
"Gm11816","Gm11816","102638175",NA,NA
"Gm34802","Gm34802","102638176",NA,NA
"Gm34804","Gm34804","102638178",NA,NA
"Gm34805","Gm34805","102638179",NA,NA
"Gm34806","Gm34806","102638180",NA,NA
"Gm11447","Gm11447","102638181",NA,NA
"Gm34807","Gm34807","102638182",NA,NA
"Gm13092","Gm13092","102638183",NA,NA
"Gm6283","Gm6283","102638184",NA,NA
"Gm34808","Gm34808","102638185",NA,NA
"Gm20486","Gm20486","102638186",NA,NA
"Gm34809","Gm34809","102638187",NA,NA
"Gm34810","Gm34810","102638188",NA,NA
"Gm34811","Gm34811","102638189",NA,NA
"Gm19309","Gm19309","102638190",NA,NA
"Gm34812","Gm34812","102638192",NA,NA
"2700003A03Rik","2700003A03Rik","102638195",NA,NA
"Gm34815","Gm34815","102638196",NA,NA
"Gm34816","Gm34816","102638197",NA,NA
"1700041I07Rik","1700041I07Rik","102638199",NA,NA
"Gm34818","Gm34818","102638200",NA,NA
"E130120K24Rik","E130120K24Rik","102638201",NA,NA
"Gm34819","Gm34819","102638202",NA,NA
"Gm34820","Gm34820","102638203",NA,NA
"Gm34821","Gm34821","102638204",NA,NA
"Gm34822","Gm34822","102638205",NA,NA
"Gm12621","Gm12621","102638206",NA,NA
"Gm34823","Gm34823","102638207",NA,NA
"Gm15569","Gm15569","102638208",NA,NA
"Gm16152","Gm16152","102638209",NA,NA
"Gm34824","Gm34824","102638210",NA,NA
"Gm34825","Gm34825","102638211",NA,NA
"Gm34826","Gm34826","102638213",NA,NA
"Gm34828","Gm34828","102638215",NA,NA
"Gm34829","Gm34829","102638216",NA,NA
"Gm34831","Gm34831","102638218",NA,NA
"Gm34832","Gm34832","102638219",NA,NA
"Gm34833","Gm34833","102638220",NA,NA
"Gm14637","Gm14637","102638221",NA,NA
"Gm34834","Gm34834","102638222",NA,NA
"Gm34836","Gm34836","102638224",NA,NA
"Gm34837","Gm34837","102638225",NA,NA
"Gm14769","Gm14769","102638226",NA,NA
"Gm34838","Gm34838","102638227",NA,NA
"Gm29525","Gm29525","102638228",NA,NA
"Gm34841","Gm34841","102638232",NA,NA
"Gm34844","Gm34844","102638235",NA,NA
"Gm34845","Gm34845","102638236",NA,NA
"Gm34846","Gm34846","102638237",NA,NA
"Gm34847","Gm34847","102638238",NA,NA
"Gm34848","Gm34848","102638239",NA,NA
"Gm34849","Gm34849","102638240",NA,NA
"Gm34850","Gm34850","102638241",NA,NA
"Gm34851","Gm34851","102638242",NA,NA
"Gm34852","Gm34852","102638243",NA,NA
"Gm34854","Gm34854","102638245",NA,NA
"Gm34856","Gm34856","102638247",NA,NA
"Gm34857","Gm34857","102638248",NA,NA
"Gm34858","Gm34858","102638249",NA,NA
"Gm12536","Gm12536","102638251",NA,NA
"Gm34861","Gm34861","102638253",NA,NA
"Gm13875","Gm13875","102638254",NA,NA
"Gm14002","Gm14002","102638255",NA,NA
"Gm34862","Gm34862","102638256",NA,NA
"Gm34863","Gm34863","102638257",NA,NA
"Gm20616","Gm20616","102638259",NA,NA
"Gm34864","Gm34864","102638260",NA,NA
"Gm34865","Gm34865","102638261",NA,NA
"Gm34868","Gm34868","102638265",NA,NA
"Gm34869","Gm34869","102638266",NA,NA
"1700014D04Rik","1700014D04Rik","102638268",NA,NA
